eneff,region_gea,fuel_heat,year,value
sr32_low,PAS,electricity,NA,2.941176471
sr32_low,PAS,electricity,NA,3.088235294
sr32_low,PAS,electricity,NA,3.235294118
sr32_low,PAS,electricity,NA,3.382352941
sr32_low,PAS,electricity,NA,3.529411765
sr32_low,PAS,electricity,NA,3.676470588
sr32_low,PAS,electricity,NA,3.823529412
sr32_low,PAS,electricity,NA,3.970588235
sr32_low,PAS,electricity,NA,4.117647059
sr32_low,PAS,electricity,NA,4.264705882
sr32_low,PAS,electricity,NA,4.411764706
sr32_low,PAS,electricity,NA,4.558823529
sr32_low,PAS,electricity,NA,4.705882353
sr32_low,PAS,electricity,NA,4.852941176
sr32_low,PAS,electricity,NA,5
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,gas,NA,0.9
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
sr32_low,PAS,oil,NA,0.86
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,biomass_solid,NA,0.4
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,coal,NA,0.75
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,district_heat,NA,0.98
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,electricity,NA,1
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,gas,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
ns,SAS,oil,NA,0.75
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,biomass_solid,NA,0.4
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,coal,NA,0.75
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,district_heat,NA,0.98
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,electricity,NA,1
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,gas,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s1,SAS,oil,NA,0.75
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,biomass_solid,NA,0.4
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,coal,NA,0.75
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,district_heat,NA,0.98
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,electricity,NA,1
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,gas,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s2,SAS,oil,NA,0.75
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,biomass_solid,NA,0.4
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,coal,NA,0.75
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,district_heat,NA,0.98
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,electricity,NA,1
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,gas,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s3,SAS,oil,NA,0.75
s51_std,SAS,biomass_solid,NA,0.4
s51_std,SAS,biomass_solid,NA,0.426470588
s51_std,SAS,biomass_solid,NA,0.452941176
s51_std,SAS,biomass_solid,NA,0.479411765
s51_std,SAS,biomass_solid,NA,0.505882353
s51_std,SAS,biomass_solid,NA,0.532352941
s51_std,SAS,biomass_solid,NA,0.558823529
s51_std,SAS,biomass_solid,NA,0.585294118
s51_std,SAS,biomass_solid,NA,0.611764706
s51_std,SAS,biomass_solid,NA,0.638235294
s51_std,SAS,biomass_solid,NA,0.664705882
s51_std,SAS,biomass_solid,NA,0.691176471
s51_std,SAS,biomass_solid,NA,0.717647059
s51_std,SAS,biomass_solid,NA,0.744117647
s51_std,SAS,biomass_solid,NA,0.770588235
s51_std,SAS,biomass_solid,NA,0.797058824
s51_std,SAS,biomass_solid,NA,0.823529412
s51_std,SAS,biomass_solid,NA,0.85
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,coal,NA,0.75
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,district_heat,NA,0.98
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,electricity,NA,1
s51_std,SAS,gas,NA,0.75
s51_std,SAS,gas,NA,0.758823529
s51_std,SAS,gas,NA,0.767647059
s51_std,SAS,gas,NA,0.776470588
s51_std,SAS,gas,NA,0.785294118
s51_std,SAS,gas,NA,0.794117647
s51_std,SAS,gas,NA,0.802941176
s51_std,SAS,gas,NA,0.811764706
s51_std,SAS,gas,NA,0.820588235
s51_std,SAS,gas,NA,0.829411765
s51_std,SAS,gas,NA,0.838235294
s51_std,SAS,gas,NA,0.847058824
s51_std,SAS,gas,NA,0.855882353
s51_std,SAS,gas,NA,0.864705882
s51_std,SAS,gas,NA,0.873529412
s51_std,SAS,gas,NA,0.882352941
s51_std,SAS,gas,NA,0.891176471
s51_std,SAS,gas,NA,0.9
s51_std,SAS,oil,NA,0.75
s51_std,SAS,oil,NA,0.756470588
s51_std,SAS,oil,NA,0.762941176
s51_std,SAS,oil,NA,0.769411765
s51_std,SAS,oil,NA,0.775882353
s51_std,SAS,oil,NA,0.782352941
s51_std,SAS,oil,NA,0.788823529
s51_std,SAS,oil,NA,0.795294118
s51_std,SAS,oil,NA,0.801764706
s51_std,SAS,oil,NA,0.808235294
s51_std,SAS,oil,NA,0.814705882
s51_std,SAS,oil,NA,0.821176471
s51_std,SAS,oil,NA,0.827647059
s51_std,SAS,oil,NA,0.834117647
s51_std,SAS,oil,NA,0.840588235
s51_std,SAS,oil,NA,0.847058824
s51_std,SAS,oil,NA,0.853529412
s51_std,SAS,oil,NA,0.86
s52_low,SAS,biomass_solid,NA,0.7
s52_low,SAS,biomass_solid,NA,0.708823529
s52_low,SAS,biomass_solid,NA,0.717647059
s52_low,SAS,biomass_solid,NA,0.726470588
s52_low,SAS,biomass_solid,NA,0.735294118
s52_low,SAS,biomass_solid,NA,0.744117647
s52_low,SAS,biomass_solid,NA,0.752941176
s52_low,SAS,biomass_solid,NA,0.761764706
s52_low,SAS,biomass_solid,NA,0.770588235
s52_low,SAS,biomass_solid,NA,0.779411765
s52_low,SAS,biomass_solid,NA,0.788235294
s52_low,SAS,biomass_solid,NA,0.797058824
s52_low,SAS,biomass_solid,NA,0.805882353
s52_low,SAS,biomass_solid,NA,0.814705882
s52_low,SAS,biomass_solid,NA,0.823529412
s52_low,SAS,biomass_solid,NA,0.832352941
s52_low,SAS,biomass_solid,NA,0.841176471
s52_low,SAS,biomass_solid,NA,0.85
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,coal,NA,0.75
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,district_heat,NA,0.98
s52_low,SAS,electricity,NA,2.5
s52_low,SAS,electricity,NA,2.647058824
s52_low,SAS,electricity,NA,2.794117647
s52_low,SAS,electricity,NA,2.941176471
s52_low,SAS,electricity,NA,3.088235294
s52_low,SAS,electricity,NA,3.235294118
s52_low,SAS,electricity,NA,3.382352941
s52_low,SAS,electricity,NA,3.529411765
s52_low,SAS,electricity,NA,3.676470588
s52_low,SAS,electricity,NA,3.823529412
s52_low,SAS,electricity,NA,3.970588235
s52_low,SAS,electricity,NA,4.117647059
s52_low,SAS,electricity,NA,4.264705882
s52_low,SAS,electricity,NA,4.411764706
s52_low,SAS,electricity,NA,4.558823529
s52_low,SAS,electricity,NA,4.705882353
s52_low,SAS,electricity,NA,4.852941176
s52_low,SAS,electricity,NA,5
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,gas,NA,0.9
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
s52_low,SAS,oil,NA,0.86
sr11_std,SAS,biomass_solid,NA,0.4
sr11_std,SAS,biomass_solid,NA,0.426470588
sr11_std,SAS,biomass_solid,NA,0.452941176
sr11_std,SAS,biomass_solid,NA,0.479411765
sr11_std,SAS,biomass_solid,NA,0.505882353
sr11_std,SAS,biomass_solid,NA,0.532352941
sr11_std,SAS,biomass_solid,NA,0.558823529
sr11_std,SAS,biomass_solid,NA,0.585294118
sr11_std,SAS,biomass_solid,NA,0.611764706
sr11_std,SAS,biomass_solid,NA,0.638235294
sr11_std,SAS,biomass_solid,NA,0.664705882
sr11_std,SAS,biomass_solid,NA,0.691176471
sr11_std,SAS,biomass_solid,NA,0.717647059
sr11_std,SAS,biomass_solid,NA,0.744117647
sr11_std,SAS,biomass_solid,NA,0.770588235
sr11_std,SAS,biomass_solid,NA,0.797058824
sr11_std,SAS,biomass_solid,NA,0.823529412
sr11_std,SAS,biomass_solid,NA,0.85
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
sr11_std,SAS,coal,NA,0.75
