eneff,region_gea,ssp,fuel_heat,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
sr32_low,SAS,SSP3,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr32_low,SAS,SSP3,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
ns,WEU,SSP3,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
ns,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
ns,WEU,SSP3,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ns,WEU,SSP3,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,WEU,SSP3,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,WEU,SSP3,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s1,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s1,WEU,SSP3,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s1,WEU,SSP3,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,WEU,SSP3,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,WEU,SSP3,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s2,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s2,WEU,SSP3,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s2,WEU,SSP3,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,WEU,SSP3,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,WEU,SSP3,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s3,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s3,WEU,SSP3,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s3,WEU,SSP3,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,WEU,SSP3,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s51_std,WEU,SSP3,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
s51_std,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s51_std,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s51_std,WEU,SSP3,electricity,2.5,2.580882353,2.661764706,2.742647059,2.823529412,2.904411765,2.985294118,3.066176471,3.147058824,3.227941176,3.308823529,3.389705882,3.470588235,3.551470588,3.632352941,3.713235294,3.794117647,3.875
s51_std,WEU,SSP3,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
s51_std,WEU,SSP3,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
s52_low,WEU,SSP3,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
s52_low,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s52_low,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s52_low,WEU,SSP3,electricity,2.7,2.769117647,2.838235294,2.907352941,2.976470588,3.045588235,3.114705882,3.183823529,3.252941176,3.322058824,3.391176471,3.460294118,3.529411765,3.598529412,3.667647059,3.736764706,3.805882353,3.875
s52_low,WEU,SSP3,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
s52_low,WEU,SSP3,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr11_std,WEU,SSP3,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr11_std,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr11_std,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr11_std,WEU,SSP3,electricity,2.5,2.580882353,2.661764706,2.742647059,2.823529412,2.904411765,2.985294118,3.066176471,3.147058824,3.227941176,3.308823529,3.389705882,3.470588235,3.551470588,3.632352941,3.713235294,3.794117647,3.875
sr11_std,WEU,SSP3,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr11_std,WEU,SSP3,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr12_low,WEU,SSP3,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr12_low,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr12_low,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr12_low,WEU,SSP3,electricity,2.7,2.769117647,2.838235294,2.907352941,2.976470588,3.045588235,3.114705882,3.183823529,3.252941176,3.322058824,3.391176471,3.460294118,3.529411765,3.598529412,3.667647059,3.736764706,3.805882353,3.875
sr12_low,WEU,SSP3,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr12_low,WEU,SSP3,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr21_std,WEU,SSP3,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr21_std,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr21_std,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr21_std,WEU,SSP3,electricity,2.5,2.580882353,2.661764706,2.742647059,2.823529412,2.904411765,2.985294118,3.066176471,3.147058824,3.227941176,3.308823529,3.389705882,3.470588235,3.551470588,3.632352941,3.713235294,3.794117647,3.875
sr21_std,WEU,SSP3,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr21_std,WEU,SSP3,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr22_low,WEU,SSP3,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr22_low,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr22_low,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr22_low,WEU,SSP3,electricity,2.7,2.769117647,2.838235294,2.907352941,2.976470588,3.045588235,3.114705882,3.183823529,3.252941176,3.322058824,3.391176471,3.460294118,3.529411765,3.598529412,3.667647059,3.736764706,3.805882353,3.875
sr22_low,WEU,SSP3,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr22_low,WEU,SSP3,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr31_std,WEU,SSP3,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr31_std,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr31_std,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr31_std,WEU,SSP3,electricity,2.5,2.580882353,2.661764706,2.742647059,2.823529412,2.904411765,2.985294118,3.066176471,3.147058824,3.227941176,3.308823529,3.389705882,3.470588235,3.551470588,3.632352941,3.713235294,3.794117647,3.875
sr31_std,WEU,SSP3,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr31_std,WEU,SSP3,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr32_low,WEU,SSP3,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr32_low,WEU,SSP3,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr32_low,WEU,SSP3,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr32_low,WEU,SSP3,electricity,2.7,2.769117647,2.838235294,2.907352941,2.976470588,3.045588235,3.114705882,3.183823529,3.252941176,3.322058824,3.391176471,3.460294118,3.529411765,3.598529412,3.667647059,3.736764706,3.805882353,3.875
sr32_low,WEU,SSP3,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr32_low,WEU,SSP3,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
